,tmdbId,budget,worldwide_gross,domestic_gross,popularity,score_tmdb,genre_popularity,runtime
0,862,30000000.0,373554033.0,191796233.0,22.773000000000003,7.9,13153.2,81
1,8844,50000000.0,262797249.0,100475249.0,2.947,7.1,9389.666666666666,104
2,15602,25000000.0,0.0,69870000.0,6.0760000000000005,6.5,23535.5,101
3,31357,16000000.0,81452156.0,67052156.0,2.917,6.1,30376.666666666668,124
4,11862,30000000.0,76578911.0,76594000.0,6.817,6.1,31696.0,106
5,949,60000000.0,187436818.0,67436818.0,13.665999999999999,7.8,17780.0,170
6,11860,58000000.0,0.0,53672080.0,6.1770000000000005,6.1,23535.5,127
7,45325,0.0,0.0,23735802.0,3.5669999999999997,5.3,10090.0,97
8,9091,35000000.0,64350171.0,20350171.0,5.89,5.7,19647.0,111
9,710,60000000.0,352194034.0,106600000.0,16.629,6.8,18053.0,130
10,9087,62000000.0,107879496.0,65000000.0,6.165,6.6,30376.666666666668,114
11,21032,0.0,11348324.0,11268750.0,8.735,7.2,8693.666666666666,100
12,10858,50000000.0,13681765.0,13560960.0,5.835,7.0,44059.0,192
13,1408,98000000.0,10017322.0,10017322.0,7.02,5.8,16185.666666666666,124
14,524,52000000.0,116112375.0,42438300.0,12.757,7.9,28387.5,178
15,4584,16000000.0,135000000.0,43182776.0,8.861,7.4,29717.0,136
16,5,4000000.0,4300000.0,4301331.0,8.995,6.3,31696.0,98
17,9273,30000000.0,212385533.0,108385533.0,8.87,6.2,31696.0,90
18,11517,68000000.0,35431113.0,35324232.0,7.8260000000000005,5.6,25819.0,110
19,8012,30250000.0,115101622.0,72077000.0,10.099,6.5,21796.333333333332,105
20,1710,20000000.0,0.0,32051917.0,5.32,6.5,19041.2,123
21,9691,50000000.0,30303072.0,30306268.0,8.277999999999999,6.2,17780.0,132
22,12665,9500000.0,0.0,30862146.0,7.691,6.4,26665.5,111
23,16420,11000000.0,0.0,2112951.0,3.7319999999999998,6.6,44059.0,123
24,9263,0.0,27400000.0,27400000.0,7.539,6.8,25352.0,100
25,902,18000000.0,1738611.0,1513028.0,9.141,7.5,16250.4,112
26,9909,23000000.0,180000000.0,84919401.0,6.308,6.5,44059.0,99
27,63,29000001.0,168840000.0,57141459.0,14.048,7.5,12215.333333333334,129
28,78802,0.0,0.0,15054389.0,1.4,6.6,10415.333333333334,50
29,47018,0.0,0.0,3242342.0,2.31,6.8,29717.0,121
30,687,11000000.0,39363635.0,39387284.0,7.1129999999999995,7.4,28387.5,122
31,33689,0.0,0.0,19474589.0,6.497000000000001,6.3,19170.5,101
32,9603,12000000.0,0.0,56631572.0,10.455,7.1,23535.5,97
33,31174,0.0,0.0,2600000.0,6.454,6.9,24102.0,110
34,11443,10000000.0,0.0,24200000.0,5.585,6.6,25474.0,119
35,35196,19000000.0,0.0,4100000.0,4.888999999999999,6.5,44059.0,117
36,9312,18000000.0,122195920.0,70454098.0,10.225,5.6,13723.666666666666,101
37,577,20000000.0,21284514.0,21284514.0,6.814,6.7,32244.0,106
38,11861,10000000.0,23574130.0,23574130.0,6.04,6.3,29717.0,117
39,807,33000000.0,327311859.0,100125643.0,23.323,8.3,13687.0,127
40,10530,55000000.0,346079773.0,141600000.0,11.145,6.9,15064.2,81
41,8391,0.0,0.0,1194152.0,3.0,6.6,29717.0,94
42,629,6000000.0,23341568.0,23341568.0,14.51,8.2,13363.333333333334,106
43,11448,15000000.0,6700000.0,6700000.0,5.752000000000001,6.7,30376.666666666668,95
44,26441,12000000.0,0.0,17725500.0,3.866,5.1,19170.5,100
45,97406,0.0,0.0,1110104.0,1.7819999999999998,6.3,44059.0,115
46,9089,20000000.0,17519169.0,17518220.0,4.715,6.3,44059.0,103
47,11359,45000000.0,0.0,35617599.0,5.893,6.0,9389.666666666666,96
48,17182,20000000.0,0.0,26792700.0,5.058,6.0,32518.0,101
49,2054,23000000.0,106269971.0,82569971.0,5.997999999999999,7.1,44059.0,143
50,10607,3800000.0,0.0,20109115.0,8.749,6.2,22206.0,89
51,19760,0.0,0.0,10700000.0,2.177,4.8,23535.5,96
52,9536,15000000.0,0.0,26757000.0,7.166,4.4,31696.0,88
53,11525,15000000.0,2409225.0,2409225.0,4.029,2.9,16632.0,93
54,40628,0.0,0.0,26282.0,2.67,5.8,44059.0,85
55,10634,3500000.0,28215918.0,27467564.0,8.616,7.1,31696.0,91
56,755,19000000.0,25836616.0,25753840.0,13.908,6.9,20844.25,108
57,11859,50000000.0,11534477.0,11534477.0,6.247000000000001,4.1,19647.0,91
58,28387,0.0,718490.0,704543.0,3.097,7.0,37877.5,96
59,20927,0.0,19030691.0,19030691.0,3.725,5.3,29717.0,87
60,27526,9000000.0,0.0,832910.0,5.617999999999999,6.1,24349.75,111
61,9623,44000000.0,0.0,22754725.0,6.175,5.5,32518.0,118
62,46785,150000.0,0.0,474047.0,1.608,7.6,25352.0,85
63,400,7000000.0,529766.0,529766.0,7.27,6.6,24050.0,115
64,880,0.0,0.0,4823217.0,3.016,7.4,37877.5,102
65,8447,0.0,0.0,5304000.0,1.909,6.5,29717.0,116
66,10534,38000000.0,10300000.0,10300000.0,6.647,6.3,25747.0,129
67,17414,0.0,0.0,9871065.0,5.644,5.1,19170.5,88
68,13997,0.0,32.0,32377000.0,6.482,6.0,31696.0,87
69,2086,33000000.0,8175346.0,8169363.0,6.263999999999999,6.1,20312.0,90
70,9095,47000000.0,12379402.0,5600000.0,6.449,5.8,25364.333333333332,108
71,12158,20000000.0,19800000.0,19751736.0,5.412999999999999,4.7,19376.0,100
72,9283,0.0,0.0,10597759.0,5.721,6.8,30376.666666666668,112
73,9208,50000000.0,150270147.0,70770147.0,9.785,5.9,18053.0,108
74,406,0.0,0.0,309811.0,7.631,8.0,28387.5,98
75,11062,40000000.0,0.0,20200000.0,6.438,6.1,32518.0,111
76,13685,7000000.0,560069.0,560069.0,7.843,6.8,18330.5,91
77,47475,0.0,0.0,12350030.0,2.383,3.9,31696.0,96
78,2045,18000000.0,0.0,2780278.0,3.258,5.6,12215.333333333334,117
79,9614,12000000.0,41205099.0,38624000.0,13.288,6.5,31696.0,92
80,688,24000000.0,182016617.0,71516617.0,9.167,7.5,29717.0,135
81,10874,0.0,34327391.0,33609000.0,5.4510000000000005,6.4,13804.25,99
82,197,72000000.0,210000000.0,75600000.0,17.3,7.9,22617.0,178
83,33542,7500000.0,32392047.0,32392047.0,8.491,6.6,19398.5,104
84,43566,35000000.0,0.0,8797839.0,7.035,6.1,25228.0,108
85,10324,5000000.0,0.0,4635344.0,1.861,4.8,23535.5,92
86,55731,0.0,0.0,1945552.0,2.338,5.3,29763.333333333332,100
87,11066,40000000.0,70100000.0,70100000.0,6.87,5.5,23535.5,117
88,11104,0.0,0.0,600200.0,6.95,8.0,21943.666666666668,102
89,37975,0.0,0.0,116797.0,5.443,7.1,44059.0,113
90,2074,7000000.0,14702438.0,14891000.0,6.046,6.2,31696.0,92
91,11863,50000000.0,9851610.0,9795017.0,6.053,5.2,20977.0,95
92,9101,31000000.0,0.0,25785603.0,6.249,5.8,31696.0,92
93,9302,60000000.0,0.0,51088705.0,5.092,6.2,29717.0,124
94,11000,31000000.0,185260553.0,124060553.0,7.715,7.0,31696.0,117
95,16388,25000.0,0.0,10246600.0,2.4459999999999997,6.0,31696.0,98
96,9737,19000000.0,141407024.0,65807024.0,10.498,6.6,25819.0,119
97,30765,0.0,0.0,7506759.0,3.335,5.4,10090.0,100
98,10474,0.0,0.0,2424439.0,7.629,7.3,44059.0,102
99,22279,4000000.0,851545.0,258195.0,2.395,6.5,44059.0,112
100,30157,2300000.0,0.0,856422.0,2.503,6.7,25917.333333333332,105
101,568,52000000.0,355237933.0,173837933.0,25.636999999999997,7.4,19976.666666666668,140
102,11780,28000000.0,31596911.0,31600000.0,7.825,6.7,20806.5,139
103,34996,0.0,0.0,302393.0,4.748,6.5,27558.0,82
104,414,100000000.0,336529144.0,184031112.0,10.796,5.3,19398.5,121
105,1873,23000000.0,0.0,5750110.0,1.715,6.8,20579.666666666668,100
106,5894,2000000.0,1275000.0,1275999.0,3.674,6.9,37877.5,83
107,1775,11000000.0,178104.0,178104.0,5.809,5.9,17920.5,91
108,8839,50000000.0,287928194.0,100328194.0,11.040999999999999,6.2,10090.0,100
109,20649,25000000.0,13071518.0,13040603.0,6.056,6.9,21057.333333333332,128
110,10329,50000000.0,152022101.0,81022101.0,8.594,5.2,12212.75,109
111,8963,53000000.0,157387195.0,91400000.0,10.57,7.1,23060.333333333332,116
112,8068,7000000.0,25405445.0,25625110.0,8.397,6.8,12363.666666666666,104
113,8512,27000000.0,16140822.0,16030096.0,5.516,6.5,10282.25,102
114,13552,0.0,0.0,259319.0,5.9239999999999995,6.1,29490.333333333332,83
115,6520,55000000.0,127600435.0,37600435.0,8.139,6.0,26360.333333333332,134
116,9073,0.0,0.0,30077111.0,10.047,5.6,21413.0,95
117,10428,20000000.0,7563728.0,7564000.0,6.5,6.3,16718.75,107
118,17447,0.0,0.0,3487767.0,3.063,6.7,37877.5,92
119,9886,25000000.0,19075720.0,19076000.0,7.622999999999999,5.6,16632.0,100
120,9482,70000000.0,113493481.0,34693481.0,9.602,5.5,13878.333333333334,96
121,19326,0.0,17014653.0,17014653.0,4.614,4.2,31696.0,88
122,9344,1500000.0,7412216.0,7417210.0,5.44,6.9,44059.0,91
123,9071,500000.0,1148752.0,1148752.0,4.756,7.3,31696.0,90
124,8973,12000000.0,0.0,13293081.0,6.082999999999999,6.0,11057.0,109
125,15730,0.0,0.0,953755.0,1.123,6.5,37877.5,100
126,47608,0.0,15453274.0,15453274.0,2.9419999999999997,5.0,29717.0,93
127,2293,6000000.0,2122561.0,2122561.0,8.161,6.8,23535.5,94
128,9070,15000000.0,66000000.0,37804616.0,9.466000000000001,5.3,13146.0,95
129,68274,0.0,0.0,2488858.0,1.252,5.7,29717.0,105
130,34574,1000000.0,0.0,446934.0,1.742,5.8,44059.0,93
131,1642,22000000.0,110627965.0,50727965.0,7.954,5.9,17780.0,114
132,11472,0.0,69660733.0,69700000.0,5.899,5.6,23535.5,103
133,36196,150000.0,472370.0,472370.0,2.006,6.2,31696.0,94
134,11980,8000000.0,16.0,16115878.0,7.687,6.4,8481.0,98
135,32646,1000000.0,0.0,512245.0,6.099,7.1,20977.0,119
136,10533,50000000.0,10382407.0,10400000.0,7.002999999999999,5.7,29717.0,135
137,10802,45000000.0,20350754.0,20302961.0,7.197,5.1,44059.0,128
138,10149,7000000.0,8349430.0,8349430.0,7.223,7.3,37877.5,112
139,18402,0.0,50892160.0,50892160.0,5.772,5.7,30376.666666666668,106
140,9348,35000000.0,113374103.0,60074103.0,11.280999999999999,5.7,10164.5,108
141,281,42000000.0,7959291.0,7919000.0,9.151,7.0,18844.666666666668,145
142,47939,0.0,7025496.0,7025496.0,2.385,6.2,26024.0,115
143,36834,8000000.0,339889.0,339889.0,7.159,6.5,29717.0,111
144,3512,60000000.0,104324083.0,50024083.0,8.369,5.6,19647.0,100
145,52856,0.0,0.0,7929241.0,1.4140000000000001,6.1,37877.5,93
146,9560,20000000.0,50012507.0,50012507.0,6.916,6.6,29717.0,102
147,9804,175000000.0,264218220.0,88246220.0,9.793,6.0,14151.333333333334,135
148,31611,7000000.0,0.0,3760515.0,2.694,5.0,44059.0,89
149,65796,30000000.0,0.0,2167808.0,4.497,5.8,2069.0,98
150,49805,0.0,0.0,464423.0,1.235,6.7,44059.0,97
151,26258,0.0,0.0,7919823.0,3.405,5.2,16086.0,90
152,50797,2800000.0,2616503.0,2616503.0,3.804,7.2,44059.0,135
153,19155,1900000.0,763847.0,763847.0,4.069,7.7,24102.0,113
154,76,2500000.0,5535405.0,5535405.0,10.025,7.8,29717.0,101
155,11017,10000000.0,26488734.0,25588750.0,8.435,6.1,31696.0,89
156,9382,21000000.0,23450000.0,23450000.0,4.996,6.4,37877.5,115
157,6715,0.0,0.0,2568429.0,4.488,7.4,44059.0,97
158,2292,230000.0,3151130.0,3151130.0,9.627,7.4,31696.0,92
159,8984,55000000.0,214015089.0,83015089.0,7.806,6.0,32518.0,128
160,4954,45000000.0,0.0,28720380.0,8.083,5.3,20312.0,101
161,62488,0.0,0.0,1176982.0,1.149,5.2,31696.0,102
162,10531,12000000.0,0.0,2104000.0,5.607,7.0,32518.0,103
163,11929,0.0,0.0,24361867.0,9.388,7.2,32518.0,132
164,8467,16000000.0,247275374.0,127175354.0,14.335999999999999,6.5,22615.5,107
165,10451,0.0,7294403.0,7294403.0,8.897,7.6,30376.666666666668,124
166,18395,25000000.0,6841570.0,6841570.0,2.051,4.1,31696.0,113
167,522,18000000.0,5887457.0,5887457.0,8.394,7.5,37877.5,127
168,397,0.0,0.0,38896854.0,7.042000000000001,6.4,22239.333333333332,111
169,10525,0.0,0.0,33194500.0,3.955,6.2,23535.5,101
170,27985,0.0,0.0,11642946.0,4.635,5.5,10090.0,81
171,15789,0.0,35348597.0,35348597.0,9.645,6.9,14904.25,78
172,27303,15000000.0,12201255.0,12201255.0,3.11,5.1,20977.0,106
173,21183,15000000.0,0.0,3987649.0,4.843999999999999,6.6,25352.0,96
174,10954,0.0,0.0,2122948.0,2.615,6.3,23700.0,111
175,47867,0.0,3992809.0,3992809.0,0.9259999999999999,4.4,15443.333333333334,100
176,72031,0.0,0.0,3313633.0,1.466,5.5,28387.5,109
177,13701,0.0,0.0,9914409.0,6.2170000000000005,7.2,29717.0,121
178,32631,10000000.0,0.0,6607652.0,4.975,5.9,19647.0,100
179,11777,25000000.0,0.0,26372663.0,5.619,6.0,23535.5,100
180,87729,14000000.0,2474000.0,2474000.0,1.6640000000000001,5.2,44059.0,139
181,18713,0.0,0.0,7557877.0,1.3090000000000002,4.6,31696.0,100
182,6280,60000000.0,37000000.0,36763355.0,6.81,4.9,20484.0,109
183,9061,0.0,0.0,36853222.0,5.109,6.2,13687.0,102
184,37108,15000000.0,0.0,13406717.0,3.515,4.5,15048.0,89
185,6071,40000000.0,0.0,14942422.0,6.747000000000001,5.7,25917.333333333332,101
186,9587,15000000.0,0.0,50083616.0,7.175,7.2,44059.0,115
187,19101,17000000.0,0.0,10019307.0,7.635,7.6,25352.0,97
188,49980,0.0,0.0,152457.0,1.5530000000000002,7.2,44059.0,101
189,4476,30000000.0,160638883.0,66638883.0,8.765,7.4,16412.0,133
190,11008,0.0,0.0,29412050.0,8.102,6.1,31696.0,100
191,47504,2300000.0,0.0,1095885.0,3.324,6.6,28387.5,98
192,43742,60000000.0,0.0,18250211.0,1.818,5.4,29717.0,108
193,28313,17000000.0,7603766.0,7603766.0,4.673,6.6,44059.0,111
194,11318,0.0,0.0,15238994.0,4.463,6.9,37877.5,104
195,40490,0.0,0.0,40070995.0,4.861000000000001,5.1,31696.0,96
196,24070,15000000.0,0.0,6798240.0,3.8939999999999997,5.5,31696.0,97
197,8986,0.0,18137661.0,18137661.0,6.917999999999999,5.7,23535.5,110
198,10510,0.0,46264384.0,17193886.0,7.41,6.7,44059.0,114
199,17402,0.0,5.0,5221281.0,2.055,5.5,31696.0,95
200,38722,5500000.0,0.0,11079373.0,2.971,6.9,44059.0,128
201,8438,0.0,17381942.0,17382000.0,7.962000000000001,7.1,32518.0,122
202,11593,20000000.0,0.0,39487686.0,5.279,6.9,30376.666666666668,110
203,1945,31000000.0,106683817.0,33683817.0,5.167999999999999,6.4,44059.0,112
204,39310,5000000.0,0.0,3565508.0,2.024,7.2,28387.5,98
205,241,34000000.0,50282766.0,50282766.0,8.986,7.1,17780.0,118
206,9058,0.0,0.0,20042048.0,6.77,6.6,23535.5,115
207,6950,50000000.0,189859560.0,67823573.0,7.756,6.4,23488.75,127
208,101,0.0,45284974.0,19501238.0,18.948,8.3,24349.75,110
209,63020,11000000.0,2832826.0,2832826.0,2.4459999999999997,6.2,23535.5,100
210,680,8000000.0,213928762.0,107928762.0,29.059,8.4,27362.0,154
211,41478,0.0,6834525.0,6834525.0,2.4730000000000003,6.6,44059.0,100
212,25296,400000.0,152322.0,152322.0,1.4909999999999999,6.3,44059.0,105
213,40156,0.0,4176932.0,4176932.0,2.431,6.5,44059.0,105
214,11450,31000000.0,0.0,24822619.0,7.845,7.3,44059.0,133
215,10452,0.0,0.0,2017346.0,4.813,7.2,29717.0,159
216,161495,22000000.0,12400000.0,12100000.0,2.287,6.5,37877.5,108
217,3586,18000000.0,11300653.0,11300653.0,5.2989999999999995,5.2,31696.0,133
218,110,0.0,0.0,4043686.0,9.866,8.1,44059.0,99
219,108,0.0,0.0,1324974.0,8.912,7.8,44059.0,98
220,109,0.0,0.0,1464625.0,8.44,7.6,37877.5,91
221,28033,0.0,0.0,911310.0,1.564,5.0,31696.0,100
222,22586,20000000.0,9771658.0,9771658.0,6.05,6.6,6273.0,100
223,14334,3000000.0,0.0,6101600.0,1.81,6.5,16272.5,103
224,2636,45000000.0,170362582.0,57362581.0,6.224,5.6,28227.666666666668,110
225,11395,22000000.0,189833357.0,144833357.0,9.798,6.3,27914.666666666668,97
226,278,25000000.0,28341469.0,28341469.0,27.441,8.7,28387.5,142
227,9905,2500000.0,0.0,2881508.0,6.4670000000000005,7.1,32244.0,89
228,12527,0.0,0.0,2080805.0,1.6280000000000001,7.3,44059.0,108
